Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
HEAL Initiative: Translating Research to Practice to End the Overdose Crisis (R33 Clinical Trial Optional),12/17/24,3/21/25,R33,NIH,NIDA,"NCCIH, NIA, NIAAA, NICHD, NIMH",RFA-DA-25-077,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-077.html
Notice of Special Interest (NOSI): Survivorship Research for People Living with Advanced and Metastatic Cancers,12/17/24,1/8/28,"U34,R34,R01,R03,R21,P01",NIH,NCI,None,NOT-CA-25-024,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-25-024.html
Toward Translation of Nanotechnology Cancer Interventions (TTNCI; R01 Clinical Trial Not Allowed),12/16/24,11/16/27,R01,NIH,NCI,None,PAR-25-336,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-336.html
Addressing Barriers to Healthcare Transitions for Survivors of Childhood and Adolescent Cancers (R01 Clinical Trial Optional),12/16/24,10/18/25,R01,NIH,NCI,None,RFA-CA-25-019,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-019.html
Supporting Talented Early Career Researchers in Genomics (R01 Clinical Trial Optional),12/16/24,2/27/27,R01,NIH,NHGRI,None,RFA-HG-25-009,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-25-009.html
Continuation of the NIDDK Hematology Central Coordinating Center (U24 Clinical Trial Not Allowed),12/16/24,3/19/25,U24,NIH,NIDDK,None,RFA-DK-25-023,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-25-023.html
NIDCD Research Grants for Translating Basic Research into Clinical Practice (R01 Clinical Trial Optional),12/16/24,10/13/27,R01,NIH,NIDCD,None,RFA-DC-25-002,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-25-002.html
Limited Competition: Small Grant Program for NHLBI K01/K08/K23/K25 Recipients (R03 Clinical Trial Optional),12/16/24,1/8/26,R03,NIH,NHLBI,None,RFA-HL-25-011,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-25-011.html
Advanced Development and Validation of Emerging Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed),12/16/24,10/4/25,R33,NIH,NCI,None,RFA-CA-25-002,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-002.html
Advanced Development and Validation of Emerging Biospecimen Science Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed),12/16/24,10/4/25,R33,NIH,NCI,None,RFA-CA-25-004,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-004.html
Innovative Biospecimen Science Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed),12/16/24,10/4/25,R61,NIH,NCI,None,RFA-CA-25-003,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-003.html
Innovative Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed),12/16/24,10/4/25,R61,NIH,NCI,None,RFA-CA-25-001,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-001.html
Notice of Special Interest (NOSI): Communication and Decision-Making in a Complex and Dynamic Cancer Treatment Environment,12/16/24,9/8/28,"R01,P01,R21,R03",NIH,NCI,None,NOT-CA-25-006,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-25-006.html
D-START: Data Science Track Award for Research Transition (D/START) (R03-Clinical Trial Optional),12/16/24,9/8/27,R03,NIH,NIDA,None,PAS-25-236,PAS,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-25-236.html
"Leveraging Network Infrastructure to Conduct Innovative Research for Women, Children, Pregnant and Lactating Individuals, and Persons with Disabilities (UG3/UH3 - Clinical Trial Optional)",12/16/24,11/16/27,UG3/UH3,NIH,NICHD,ORWH,PAR-25-311,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-311.html
Model Continuums of Care Initiative (MCCI) to Advance Health Equity and End Health Disparities Among Women and Girls in Racial/Ethnic Minority and Other Underserved Communities (U34 Clinical Trials Required),12/13/24,2/20/25,U34,NIH,NIAAA,"NCCIH, NIMHD, NINR",RFA-AA-24-012,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AA-24-012.html
Integrating Biospecimen Science Approaches into Clinical Assay Development (U01 Clinical Trial Not Allowed),12/13/24,9/11/27,U01,NIH,NCI,None,PAR-25-325,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-325.html
Risk and Protective Factors of Family Health and Family Level Interventions (R01 Clinical Trial Optional),12/12/24,5/8/27,R01,NIH,NIMHD,"NCI, NIAAA, NINR, ODP, ORWH, SGMRO, THRO",PAR-25-317,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-317.html
Clinical Coordinating Center for Multi-Site Investigator-Initiated Clinical Trials (Collaborative UG3/UH3 Clinical Trial Required),12/11/24,9/12/25,UG3/UH3,NIH,NHLBI,None,PAR-25-029,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-029.html
Broad Spectrum Products Against Multiple Neurotoxin Botulinum Serotypes (R61/R33 Clinical Trial Not Allowed),12/11/24,5/3/25,R61/R33,NIH,NIAID,None,RFA-AI-24-080,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-24-080.html
Limited Competition: Clinical and Translational Science Award (CTSA) Program: Collaborative and Innovative Acceleration Award (UG3/UH3 Clinical Trial Optional),12/11/24,10/20/27,UG3/UH3,NIH,NCATS,"NHGRI, NIAID, NIAMS, NICHD, NIDCR, NIGMS, NIMHD, OBSSR, ODP, ORWH",PAR-25-296,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-296.html
Single-Site Investigator-Initiated Clinical Trials (R61/R33 Clinical Trial Required),12/11/24,9/12/25,R61/R33,NIH,NHLBI,None,PAR-25-028,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-028.html
Limited Competition: Small Grant Program for the NCATS Clinical and Translational Science Award (CTSA) Program (R03 Clinical Trial Optional),12/11/24,10/20/26,R03,NIH,NCATS,None,PAR-25-155,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-155.html
HEAL Initiative-Early-Stage Discovery of New Pain Targets Within the Understudied Druggable Proteome (R03 Clinical Trial Not Allowed),12/11/24,7/17/26,R03,NIH,NCATS,"NCCIH, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NINDS",PAR-25-154,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-154.html
"High Impact, Interdisciplinary Science in NIDDK Research Areas (RC2 Clinical Trial Optional)",12/11/24,10/16/27,RC2,NIH,NIDDK,None,PAR-25-277,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-277.html
Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Not Allowed),12/11/24,1/8/28,R21,NIH,NCI,NIDCR,PAR-25-346,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-346.html
Notice of Special Interest (NOSI): Innovative Interdisciplinary Research on Female Reproductive Aging,12/11/24,5/8/28,"R21,R01",NIH,NIA,None,NOT-AG-24-074,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-24-074.html
Integrative Research to Understand the Impact of Sex Differences on the Molecular Determinants of AD Risk and Responsiveness to Treatment (U01 Clinical Trial Optional),12/10/24,2/22/25,U01,NIH,NIA,None,PAR-25-224,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-224.html
Limited Competition: High Impact Specialized Innovation Programs in Clinical and Translational Science  (RC2 Clinical Trials Optional),12/10/24,9/29/26,RC2,NIH,NCATS,None,PAR-25-156,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-156.html
Limited Competition: Mentored Research Career Development Program Award in Clinical and Translational Science Awards (CTSA) Program (K12 Clinical Trial Optional),12/10/24,9/29/27,K12,NIH,NCATS,None,PAR-25-196,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-196.html
Complement-ARIE New Approach Methodologies (NAMs) Technology Development Centers (UM1 Clinical Trial Optional),12/10/24,3/19/25,UM1,NIH,RMOD,EPA,RFA-RM-24-010,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-24-010.html
Small Business Informatics Tools for the Pangenome (R41 Clinical Trial Not Allowed),12/10/24,3/4/25,R41,NIH,NHGRI,None,PAR-25-309,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-309.html
Small Business Informatics Tools for the Pangenome (R43 Clinical Trial Not Allowed),12/10/24,3/4/25,R43,NIH,NHGRI,None,PAR-25-308,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-308.html
Deriving Common Data Elements from Real-World Data for Alzheimers Disease (AD) and AD-Related Dementias (ADRD) (U24 Clinical Trial Not Allowed),12/10/24,3/1/25,U24,NIH,NIA,None,RFA-AG-25-001,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-25-001.html
Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Optional),12/10/24,1/8/28,R21,NIH,NCI,None,PAR-25-321,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-321.html
Awards Supporting Cutting-Edge Technologies for Translational Science (ASCETTS) (R21 Clinical Trials Not Allowed),12/10/24,6/20/25,R21,NIH,NCATS,None,PAR-25-157,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-157.html
NIDCR Small Research Grants for Oral Health Data Analysis and Statistical Methodology Development (R03 Clinical Trial Not Allowed),12/10/24,5/8/25,R03,NIH,NIDCR,None,PAR-25-045,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-045.html
NIAMS Clinical Trial Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required),12/9/24,3/5/27,UG3/UH3,NIH,NIAMS,None,PAR-25-141,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-141.html
"Clinical Observational (CO) Studies in Musculoskeletal, Rheumatic, and Skin Diseases (R01 Clinical Trial Not Allowed)",12/9/24,11/3/26,R01,NIH,NIAMS,None,PAR-24-280,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-24-280.html
Exploratory Clinical Trial Grants in Arthritis and Musculoskeletal and Skin Diseases (R61 Clinical Trial Required),12/9/24,11/3/26,R61,NIH,NIAMS,None,PAR-24-279,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-24-279.html
BRAIN Initiative: New Concepts and Early-Stage Research for Recording and Modulation in the Nervous System (R21) (Clinical Trial Not Allowed),12/9/24,6/16/26,R21,NIH,NEI,"NCCIH, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, NINDS",RFA-EY-25-001,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-EY-25-001.html
Limited Competition: Research Centers in Minority Institutions (RCMI) Coordinating Center (U24 - Clinical Trial Optional),12/9/24,1/26/25,U24,NIH,NIMHD,None,RFA-MD-24-011,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-24-011.html
NIDDK Centers for Diabetes Translation Research (P30 Clinical Trial Optional),12/9/24,6/11/25,P30,NIH,NIDDK,None,RFA-DK-26-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-26-001.html
Coordination Center for the Alzheimers Disease Sequencing Project Consortium (U01 Clinical Trial Not Allowed),12/9/24,3/15/25,U01,NIH,NIA,None,RFA-AG-25-015,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-25-015.html
Ancillary Studies to Ongoing Clinical Projects (R01 Clinical Trial Not Allowed),12/9/24,12/6/25,R01,NIH,NIAMS,None,PAR-24-289,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-24-289.html
"Limited Competition: Small Grant Program for NIAMS K01, K08, K23, and K25 Recipients (R03) (Clinical Trials Not Allowed)",12/9/24,2/20/25,R03,NIH,NIAMS,None,PAR-24-287,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-24-287.html
Ancillary Studies to Ongoing Clinical Projects (R21 Clinical Trial Not Allowed),12/9/24,12/6/25,R21,NIH,NIAMS,None,PAR-25-230,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-230.html
Limited Competition: NCATS Clinical and Translational Science Award (CTSA) Program Research Education Grants Programs (R25 - Clinical Trial Not Allowed),12/9/24,5/29/27,R25,NIH,NCATS,None,PAR-25-197,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-197.html
Role of Defective Proviruses in HIV Persistence (R01 Clinical Trial Not Allowed),12/9/24,1/8/28,R01,NIH,NIAID,"NICHD, NIDDK, NIMH",PAR-25-330,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-330.html
Research Enhancement Award Program (REAP) for Health Professional Schools and Graduate Schools (R15 Clinical Trial Not Allowed),12/6/24,1/8/28,R15,NIH,NIDCR,"NIMH, NINDS, NINR, ORIP, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIEHS, NCCIH, NCI, NEI, NHGRI",PAR-25-298,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-298.html
"Pilot Health Services and Economic Research on the Treatment of Drug, Alcohol, and Tobacco Use Disorders (R34 Clinical Trial Optional)",12/6/24,5/8/27,R34,NIH,NIDA,None,PAR-25-100,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-100.html
Interventions to Reduce Sleep Health Disparities (R01 - Clinical Trials Optional),12/6/24,9/8/27,R01,NIH,NIMHD,"NCI, NHLBI, NIA, NIAAA, NINDS, NINR, OBSSR",PAR-24-330,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-24-330.html
Preclinical Proof of Concept Studies for Rare Diseases (R21 Clinical Trial Not Allowed),12/6/24,6/3/26,R21,NIH,NCATS,None,RFA-TR-25-002,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-25-002.html
Informatics Tools for the Pangenome (U01 Clinical Trial Not Allowed),12/6/24,3/4/25,U01,NIH,NHGRI,"NCI, NIA",RFA-HG-25-007,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-25-007.html
NIMH Career Transition Award for Tenure-Track Intramural Investigators (K22 Independent Clinical Trial Not Allowed),12/6/24,11/13/27,K22,NIH,NIMH,None,PAR-24-286,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-24-286.html
Interventions to Address Disparities in Liver Diseases and Liver Cancer (R01 - Clinical Trials Optional),12/5/24,1/8/28,R01,NIH,NIMHD,"NCI, NIAAA",PAR-25-299,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-299.html
Rehabilitation Research Career Development Programs (K12 Clinical Trial Optional),12/5/24,3/20/25,K12,NIH,NICHD,None,RFA-HD-26-005,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-26-005.html
High-Priority Research in Tobacco Regulatory Science (R01 Clinical Trial Optional),12/5/24,6/7/25,R01,NIH,ODP,"NCI, NHLBI, NIDA",RFA-OD-25-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-25-001.html
Accelerating the Pace of Substance Use Research Using Existing Data (R21 Clinical Trial Not Allowed),12/5/24,12/4/27,R21,NIH,NIDA,None,RFA-DA-26-056,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-056.html
Accelerating the Pace of Substance Use Research Using Existing Data (R01 Clinical Trial Not Allowed),12/5/24,12/4/27,R01,NIH,NIDA,None,RFA-DA-26-055,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-055.html
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R61/R33 Clinical Trial Required),12/5/24,1/8/27,R61/R33,NIH,NHLBI,None,PAR-25-026,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-026.html
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R33 CT Required),12/5/24,1/8/27,R33,NIH,NHLBI,None,PAR-25-025,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-025.html
NIDCR Prospective Observational or Biomarker Validation Study Cooperative Agreement (U01 Clinical Trial Not Allowed),12/5/24,5/8/26,U01,NIH,NIDCR,None,PAR-25-239,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-239.html
Alzheimer's Drug-Development Program (U01 Clinical Trial Optional),12/4/24,11/6/27,U01,NIH,NIA,None,PAR-25-297,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-297.html
Mobile Health: Technology and Outcomes in Low and Middle Income Countries (R21/R33 - Clinical Trial Optional),12/4/24,3/21/26,R21/R33,NIH,FIC,"NCI, NEI, NIBIB, NICHD, NIDCD, NIMH, ODS, ORWH",PAR-25-242,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-242.html
NIAID Career Transition Award (K22 Independent Clinical Trial Not Allowed),12/3/24,1/8/28,K22,NIH,NIAID,None,PAR-25-251,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-251.html
Accelerating Solutions to Improve Access and Quality of Empirically-Supported Practices for Youth Mental Health (R01 Clinical Trial Optional),12/3/24,1/8/27,R01,NIH,NIMH,None,PAR-25-310,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-310.html
Notice of Special Interest (NOSI): Somatic Cell Gene Editing Therapies to Improve Transplantation Outcomes,12/3/24,11/17/27,"R21,R01",NIH,NIAID,NIDDK,NOT-AI-24-085,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-24-085.html
Research to Address Systemic and Structural Barriers and Facilitators to Improve the HIV Pre-Exposure Prophylaxis (PrEP) Care Continuum for People Who Use Substances (R34 Clinical Trials Required),12/2/24,3/13/25,R34,NIH,NIDA,"OAR, ORWH",RFA-DA-26-004,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-004.html
Research to Address Systemic and Structural Barriers and Facilitators to Improve the HIV Pre-Exposure Prophylaxis (PrEP) Care Continuum for People Who Use Substances (R01 Clinical Trials Required),12/2/24,3/13/25,R01,NIH,NIDA,"NIMHD, OAR, ORWH",RFA-DA-26-003,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-003.html
NCCIH Natural Product Mid Phase Clinical Trial (R01 Clinical Trial Required),12/2/24,11/14/26,R01,NIH,NCCIH,None,PAR-25-271,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-271.html
NCCIH Natural Product Early Phase Clinical Trial Award (R33 Clinical Trial Required),12/2/24,11/14/26,R33,NIH,NCCIH,None,PAR-25-270,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-270.html
NCCIH Natural Product Early Phase Clinical Trial Phased Innovation Award (R61/R33 Clinical Trial Required),12/2/24,11/14/26,R61/R33,NIH,NCCIH,None,PAR-25-269,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-269.html
Targeting Cell Surface HIV Envelope for Cell Elimination (R01 Clinical Trial Not Allowed),12/2/24,1/8/28,R01,NIH,NIAID,None,PAR-25-300,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-300.html
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R21 - Clinical Trial Optional),12/2/24,11/17/27,R21,NIH,NICHD,None,PAR-25-266,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-266.html
Innovative Screening Approaches and Therapies for Screenable Disorders in Newborns (R01 - Clinical Trial Optional),12/2/24,11/17/27,R01,NIH,NICHD,None,PAR-25-265,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-25-265.html
In Vivo Non-Invasive Optical Imaging Approaches for Biological Systems (UG3/UH3 Clinical Trials Not Allowed,12/2/24,3/8/25,UG3/UH3,NIH,RMOD,None,RFA-RM-24-012,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-24-012.html
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Not Allowed),12/2/24,11/13/27,K22,NIH,NINDS,None,PAR-25-215,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-25-215.html
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Required),12/2/24,11/13/27,K22,NIH,NINDS,None,PAR-25-216,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-216.html
Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trials Not Allowed),12/2/24,12/2/25,R21,NIH,NIEHS,None,RFA-ES-25-003,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-25-003.html
Artificial Intelligence in Pre-clinical Drug Development for AD/ADRD (R01 Clinical Trial Not Allowed),12/2/24,3/1/25,R01,NIH,NIA,None,RFA-AG-24-049,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-24-049.html
NIDCR Behavioral and Social Intervention Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required),12/2/24,1/7/28,UG3/UH3,NIH,NIDCR,None,PAR-25-188,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-25-188.html
